fk_periodo;fk_pais;fk_indicador;valor
12;159;1;17774766636
13;159;1;19040312815
14;159;1;20996564752
15;159;1;23236007428
16;159;1;23578084052
1;160;1;0
2;160;1;0
3;160;1;0
4;160;1;0
5;160;1;0
6;160;1;0
7;160;1;0
8;160;1;0
9;160;1;0
10;160;1;0
11;160;1;0
12;160;1;0
13;160;1;0
14;160;1;0
15;160;1;0
16;160;1;0
1;161;1;1484092538
2;161;1;1793388732
3;161;1;2626380435
4;161;1;2936612022
5;161;1;3532969035
6;161;1;3875409836
7;161;1;4368398048
8;161;1;4422276622
9;161;1;4980000000
10;161;1;5145757576
11;161;1;5240606061
12;161;1;4787367928
13;161;1;3128953537
14;161;1;3210064506
15;161;1;3458090452
16;161;1;3985250737
1;162;1;0
2;162;1;0
3;162;1;0
4;162;1;0
5;162;1;14586253383
6;162;1;12231264525
7;162;1;14602072411
8;162;1;14907308933
9;162;1;11931472169
10;162;1;18426469017
11;162;1;13962212847
12;162;1;11997800760
13;162;1;0
14;162;1;0
15;162;1;0
16;162;1;0
1;163;1;114582562
2;163;1;136450275
3;163;1;142775597
4;163;1;149146423
5;163;1;188021191
6;163;1;187820465
7;163;1;197454067
8;163;1;233213983
9;163;1;252560781
10;163;1;302924710
11;163;1;348941716
12;163;1;318266475
13;163;1;347544772
14;163;1;375040835
15;163;1;422295934
16;163;1;429016605
1;164;1;13724810900
2;164;1;14698001400
3;164;1;15999886400
4;164;1;17011750900
5;164;1;17986890000
6;164;1;17601620000
7;164;1;18448000000
8;164;1;20284000000
9;164;1;21386000000
10;164;1;21990970000
11;164;1;22593480000
12;164;1;23438240000
13;164;1;24191440000
14;164;1;24979200000
15;164;1;26117400000
16;164;1;27022640000
1;165;1;25086930693
2;165;1;28858965517
3;165;1;33332844575
4;165;1;40405006007
5;165;1;0
6;165;1;0
7;165;1;0
8;165;1;0
9;165;1;0
10;165;1;0
11;165;1;0
12;165;1;0
13;165;1;0
14;165;1;0
15;165;1;0
16;165;1;0
1;166;1;2770082822
2;166;1;3178126555
3;166;1;3291353806
4;166;1;3469363925
5;166;1;3294093364
6;166;1;3580417161
7;166;1;4438778547
8;166;1;4820499497
9;166;1;4886658806
10;166;1;4597702903
11;166;1;4422304975
12;166;1;4073390990
13;166;1;3840677845
14;166;1;4446248676
15;166;1;4710618470
16;166;1;4405405802
1;167;1;4414929220
2;167;1;6646663561
3;167;1;7422102656
4;167;1;8638711443
5;167;1;10351932604
6;167;1;9253484108
7;167;1;10668102735
8;167;1;12172309523
9;167;1;12367363678
10;167;1;12953535496
11;167;1;13940768066
12;167;1;10950392220
13;167;1;10097778354
14;167;1;10000395242
15;167;1;11239167048
16;167;1;11314951343
1;168;1;2255942249
2;168;1;2280575830
3;168;1;2349495621
4;168;1;2659095101
5;168;1;3310277927
6;168;1;3365711796
7;168;1;3429461495
8;168;1;3872459250
9;168;1;3873308389
10;168;1;4321655656
11;168;1;4574986537
12;168;1;4180866177
13;168;1;4486979198
14;168;1;4819949975
15;168;1;5356344850
16;168;1;5459979417
1;169;1;172895749632
2;169;1;189318549680
3;169;1;221758196505
4;169;1;262942476722
5;169;1;291382991178
6;169;1;281710416557
7;169;1;341104820155
8;169;1;370819140947
9;169;1;397558222957
10;169;1;420333203150
11;169;1;407339361696
12;169;1;401295941041
13;169;1;413430123185
14;169;1;456294704153
15;169;1;506514103905
16;169;1;543649976166
1;170;1;2076182461
2;170;1;2312327536
3;170;1;2830220713
4;170;1;3719506173
5;170;1;5161337336
6;170;1;4979481980
7;170;1;5642178580
8;170;1;6522732203
9;170;1;7633049792
10;170;1;8448469838
11;170;1;9112544556
12;170;1;7854602392
13;170;1;6952678127
14;170;1;7157865188
15;170;1;7522947810
16;170;1;8116626794
1;171;1;440730847
2;171;1;462259749
3;171;1;453793943
4;171;1;542793414
5;171;1;648490994
6;171;1;726880268
7;171;1;881825544
8;171;1;1054725857
9;171;1;1147780083
10;171;1;1395525350
11;171;1;1447312264
12;171;1;1596658767
13;171;1;1656039024
14;171;1;1609669330
15;171;1;1568611562
16;171;1;1673540300
1;172;1;6838351088
2;172;1;8103901996
3;172;1;10276674365
4;172;1;12664165103
5;172;1;19271523179
6;172;1;20214385965
7;172;1;22583157895
8;172;1;29233333333
9;172;1;35164210526
10;172;1;39197543860
11;172;1;43524210526
12;172;1;35799714286
13;172;1;36180000000
14;172;1;37926285714
15;172;1;40761142857
16;172;1;0
1;173;1;31183139301
2;173;1;32273007554
3;173;1;34378437265
4;173;1;38908069299
5;173;1;44856586316
6;173;1;43454935940
7;173;1;44050929160
8;173;1;45810626509
9;173;1;45044112939
10;173;1;46251061734
11;173;1;47632326088
12;173;1;43173480832
13;173;1;41801210428
14;173;1;39802430355
15;173;1;39770297329
16;173;1;38797709924
1;174;1;229358215
2;174;1;262176134
3;174;1;294137737
4;174;1;300143057
5;174;1;349484428
6;174;1;318166563
7;174;1;369485199
8;174;1;423011844
9;174;1;472358251
10;174;1;450686354
11;174;1;443911052
12;174;1;435438217
13;174;1;401109307
14;174;1;430174169
15;174;1;450353314
16;174;1;0
1;175;1;404786739600
2;175;1;501416301503
3;175;1;552486912916
4;175;1;675770112211
5;175;1;764335657626
6;175;1;644639902000
7;175;1;771901768898
8;175;1;832523680896
9;175;1;873982246604
10;175;1;950579413121
11;175;1;934185915376
12;175;1;859796872684
13;175;1;863721648058
14;175;1;852676779694
15;175;1;771350331373
16;175;1;754411708203
1;176;1;13280275123
2;176;1;15982282462
3;176;1;18369361094
4;176;1;21641620050
5;176;1;27871587350
6;176;1;19172165226
7;176;1;22157948396
8;176;1;25433011405
9;176;1;25763220107
10;176;1;27268478565
11;176;1;27615843098
12;176;1;25062893969
13;176;1;22284780327
14;176;1;22474828527
15;176;1;23808146748
16;176;1;24100202834
1;177;1;21534932
2;177;1;21839099
3;177;1;22902861
4;177;1;27030374
5;177;1;30290220
6;177;1;27101076
7;177;1;31823519
8;177;1;38711810
9;177;1;37671775
10;177;1;37509075
11;177;1;37290608
12;177;1;35492074
13;177;1;36547800
14;177;1;40619252
15;177;1;42588165
16;177;1;47271463
1;178;1;16675948415
2;178;1;18399046025
3;178;1;18649590248
4;178;1;21843529025
5;178;1;27941177435
6;178;1;29081425282
7;178;1;32014249841
8;178;1;34657139495
9;178;1;39650530214
10;178;1;45680532614
11;178;1;49964788814
12;178;1;47378599025
13;178;1;49774021003
14;178;1;53320625959
15;178;1;58001200572
16;178;1;63177068175
1;179;1;64819702952
2;179;1;86057915585
3;179;1;107647920792
4;179;1;142579603960
5;179;1;179816790705
6;179;1;117113410001
7;179;1;136013155905
8;179;1;163159671670
9;179;1;175781379051
10;179;1;183310146378
11;179;1;133503411376
12;179;1;91030959455
13;179;1;93355993629
14;179;1;112190355158
15;179;1;130901858422
16;179;1;153781069118
1;180;1;7940362799
2;180;1;9013834373
3;180;1;9942597780
4;180;1;12292813603
5;180;1;14239026630
6;180;1;24924179656
7;180;1;26457287918
8;180;1;27646526402
9;180;1;27084639297
10;180;1;28681464765
11;180;1;32348119639
12;180;1;32124730771
13;180;1;28967460677
14;180;1;30756466548
15;180;1;32772824209
16;180;1;34387229486
1;181;1;12213729147000
2;181;1;13036640229000
3;181;1;13814611414000
4;181;1;14451858650000
5;181;1;14712844084000
6;181;1;14448933025000
7;181;1;14992052727000
8;181;1;15542581104000
9;181;1;16197007349000
10;181;1;16784849190000
11;181;1;17521746534000
12;181;1;18219297584000
13;181;1;18707188235000
14;181;1;19485393853000
15;181;1;20529049174602
16;181;1;21374418877707
1;182;1;13686329890
2;182;1;17362857684
3;182;1;19579457966
4;182;1;23410572634
5;182;1;30366213119
6;182;1;31660911277
7;182;1;40284481652
8;182;1;47962439304
9;182;1;51264390116
10;182;1;57531233351
11;182;1;57236013086
12;182;1;53274304222
13;182;1;52687612262
14;182;1;59530088536
15;182;1;59596885023
16;182;1;56045912952
1;183;1;12030023548
2;183;1;14307509839
3;183;1;17330833853
4;183;1;22311393928
5;183;1;29549438884
6;183;1;33689223673
7;183;1;46679875794
8;183;1;56516280748
9;183;1;63628854499
10;183;1;68997168338
11;183;1;76658542757
12;183;1;81847410182
13;183;1;81779012351
14;183;1;59159945321
15;183;1;50392607758
16;183;1;57921286440
1;184;1;521975111
2;184;1;550728667
3;184;1;610930037
4;184;1;684446259
5;184;1;695428852
6;184;1;674922481
7;184;1;681225926
8;184;1;676129630
9;184;1;692933333
10;184;1;721207407
11;184;1;727714815
12;184;1;755400000
13;184;1;774429630
14;184;1;792177778
15;184;1;811300000
16;184;1;825385185
1;185;1;112453382330
2;185;1;145510008135
3;185;1;183477522124
4;185;1;230364012576
5;185;1;315953388511
6;185;1;329787628928
7;185;1;393192354511
8;185;1;316482190800
9;185;1;381286237848
10;185;1;371005379787
11;185;1;482359318768
12;185;1;0
13;185;1;0
14;185;1;0
15;185;1;0
16;185;1;0
1;186;1;45427854693
2;186;1;57633255618
3;186;1;66371664817
4;186;1;77414425532
5;186;1;99130304099
6;186;1;106014659770
7;186;1;115931749697
8;186;1;135539438560
9;186;1;155820001920
10;186;1;171222025117
11;186;1;186204652922
12;186;1;193241108710
13;186;1;205276172135
14;186;1;223779865815
15;186;1;245213686369
16;186;1;261921244843
1;187;1;364996869
2;187;1;394962552
3;187;1;439376794
4;187;1;526428310
5;187;1;607958616
6;187;1;610066629
7;187;1;700804286
8;187;1;792149701
9;187;1;781702874
10;187;1;801787556
11;187;1;814954307
12;187;1;759689951
13;187;1;804332796
14;187;1;880043554
15;187;1;906050107
16;187;1;917058851
1;188;1;420320176
2;188;1;465568018
3;188;1;505832440
4;188;1;570469197
5;188;1;619260722
6;188;1;584706020
7;188;1;663161518
8;188;1;737401692
9;188;1;760549587
10;188;1;770021664
11;188;1;756919917
12;188;1;788307331
13;188;1;799376440
14;188;1;831903810
15;188;1;820491817
16;188;1;850655017
1;189;1;13872791659
2;189;1;16746344766
3;189;1;19061978586
4;189;1;21650532264
5;189;1;26910851362
6;189;1;25130274124
7;189;1;30906749533
8;189;1;32726417212
9;189;1;35401341663
10;189;1;40415235702
11;189;1;43206469767
12;189;1;36976204506
13;189;1;28084676409
14;189;1;24561327989
15;189;1;27591261663
16;189;1;0
1;190;1;228590027401
2;190;1;257772710833
3;190;1;271638484826
4;190;1;299415505152
5;190;1;286769839733
6;190;1;295936485833
7;190;1;375349442837
8;190;1;416418874936
9;190;1;396332702639
10;190;1;366829390479
11;190;1;350904575292
12;190;1;317620522795
13;190;1;296357282715
14;190;1;349554116684
15;190;1;368288939768
16;190;1;351431649241
1;191;1;6221077675
2;191;1;8331870169
3;191;1;12756858899
4;191;1;14056957976
5;191;1;17910858638
6;191;1;15328342304
7;191;1;20265559484
8;191;1;23459515276
9;191;1;25503060420
10;191;1;28045512871
11;191;1;27150646909
12;191;1;21243347377
13;191;1;20954761767
14;191;1;25868142077
15;191;1;27005238896
16;191;1;23064722446
1;192;1;5805598400
2;192;1;5755215200
3;192;1;5443896500
4;192;1;5291950100
5;192;1;4415702800
6;192;1;9665793300
7;192;1;12041655200
8;192;1;14101920300
9;192;1;17114849900
10;192;1;19091020000
11;192;1;19495519600
12;192;1;19963120600
13;192;1;20548678100
14;192;1;22040902300
15;192;1;24311560500
16;192;1;21440758800
